Last Avg Tensiometer,Predicted Avg Tensiometer,Predicted Rain Amount,Predicted Max Temperature,Decision
607,450,0,33,Not Recommended
683,439,0,26,Double Turn
415,439,6,31,Double Turn
613,638,1,31,Half Turn
687,556,19,21,Half Turn
363,254,3,33,Not Recommended
721,623,26,26,Single Turn
609,421,0,23,Single Turn
625,404,2,24,Not Recommended
612,686,22,30,Single Turn
562,394,15,25,Single Turn
556,672,0,22,Not Recommended
610,513,12,26,Not Recommended
686,703,2,28,Single Turn
594,763,-1,32,Half Turn
241,493,-1,33,Not Recommended
334,545,0,27,Single Turn
754,197,2,23,Not Recommended
564,434,3,30,Double Turn
642,392,11,22,Not Recommended
796,437,14,26,Not Recommended
740,200,6,26,Double Turn
492,503,2,26,Single Turn
557,59,17,32,Double Turn
759,558,28,27,Not Recommended
361,528,21,29,Not Recommended
724,603,24,28,Single Turn
539,525,-1,28,Single Turn
724,306,20,29,Double Turn
769,752,2,34,Single Turn
606,249,0,26,Double Turn
406,425,12,26,Not Recommended
622,649,-1,32,Half Turn
642,597,26,28,Not Recommended
793,573,26,28,Double Turn
331,633,14,29,Not Recommended
730,479,3,33,Double Turn
369,549,4,27,Double Turn
617,87,3,27,Not Recommended
617,544,13,31,Double Turn
422,538,2,25,Not Recommended
449,511,25,33,Not Recommended
362,543,23,33,Not Recommended
562,464,27,28,Single Turn
746,537,3,23,Not Recommended
769,672,2,25,Half Turn
621,303,1,29,Half Turn
434,346,1,22,Not Recommended
325,319,19,25,Double Turn
528,309,-1,27,Half Turn
416,670,0,27,Double Turn
728,396,2,20,Not Recommended
542,409,2,23,Half Turn
733,346,2,26,Single Turn
679,547,1,29,Half Turn
612,392,2,24,Not Recommended
392,381,29,30,Not Recommended
527,587,26,21,Single Turn
699,843,2,31,Half Turn
399,495,23,28,Half Turn
778,499,0,27,Not Recommended
754,432,3,28,Not Recommended
540,446,-1,22,Half Turn
242,787,11,26,Not Recommended
632,504,1,31,Not Recommended
680,511,22,30,Half Turn
659,464,17,27,Not Recommended
686,404,1,27,Not Recommended
545,655,17,30,Double Turn
175,322,26,34,Single Turn
784,480,21,29,Half Turn
618,878,4,25,Not Recommended
757,439,-1,26,Single Turn
770,340,23,30,Not Recommended
501,452,13,25,Half Turn
563,519,16,25,Half Turn
616,551,8,30,Double Turn
480,516,-2,34,Single Turn
501,581,-1,27,Double Turn
667,474,0,26,Single Turn
556,463,4,28,Single Turn
732,489,16,27,Not Recommended
482,428,3,23,Not Recommended
525,273,26,27,Not Recommended
618,795,2,28,Not Recommended
685,859,19,23,Not Recommended
637,574,24,21,Not Recommended
324,384,29,25,Single Turn
705,430,2,22,Single Turn
693,256,29,29,Not Recommended
701,504,0,23,Single Turn
272,489,1,22,Not Recommended
671,481,-1,36,Half Turn
656,703,-1,19,Half Turn
577,163,22,30,Half Turn
463,592,16,30,Single Turn
568,448,8,28,Single Turn
670,659,2,23,Single Turn
258,497,2,25,Not Recommended
668,320,14,23,Half Turn
354,475,7,20,Not Recommended
437,698,0,25,Single Turn
655,303,9,29,Half Turn
629,802,3,33,Not Recommended
692,509,0,25,Double Turn
738,570,1,24,Half Turn
810,127,27,27,Not Recommended
798,790,23,23,Half Turn
708,233,14,24,Half Turn
716,649,21,22,Single Turn
692,385,2,21,Half Turn
138,565,0,37,Single Turn
638,686,3,27,Not Recommended
619,573,2,29,Half Turn
594,512,3,27,Single Turn
765,478,24,25,Half Turn
548,455,2,30,Half Turn
642,301,27,35,Single Turn
702,467,21,25,Not Recommended
697,743,30,22,Double Turn
748,728,3,21,Double Turn
796,470,2,29,Not Recommended
753,355,3,26,Half Turn
659,423,26,22,Single Turn
213,802,-2,35,Double Turn
698,373,2,31,Single Turn
597,629,-1,26,Single Turn
671,537,-1,28,Single Turn
763,351,12,32,Half Turn
670,192,4,23,Half Turn
611,488,3,33,Not Recommended
645,798,10,36,Half Turn
308,346,26,31,Not Recommended
603,403,3,25,Single Turn
325,509,10,28,Not Recommended
576,504,3,33,Half Turn
580,404,0,21,Not Recommended
649,323,24,34,Single Turn
730,775,20,23,Double Turn
310,395,2,29,Single Turn
791,333,3,23,Single Turn
571,724,-2,22,Not Recommended
643,435,14,21,Not Recommended
579,619,21,33,Not Recommended
768,664,26,27,Double Turn
637,791,-2,29,Not Recommended
322,707,1,28,Not Recommended
708,797,21,28,Double Turn
787,513,27,30,Not Recommended
764,560,1,30,Not Recommended
613,680,9,26,Single Turn
711,363,3,35,Single Turn
684,469,16,26,Double Turn
716,304,1,30,Double Turn
500,17,2,31,Single Turn
588,338,22,26,Not Recommended
628,826,8,28,Single Turn
289,849,16,35,Single Turn
442,892,2,22,Half Turn
788,472,23,21,Half Turn
669,552,19,28,Not Recommended
689,523,2,26,Not Recommended
811,533,1,26,Not Recommended
456,465,15,25,Not Recommended
740,404,1,26,Not Recommended
743,562,1,32,Half Turn
736,436,2,30,Not Recommended
606,668,9,23,Not Recommended
752,466,-8,34,Half Turn
753,901,17,33,Single Turn
619,490,3,29,Not Recommended
756,536,19,26,Not Recommended
804,378,27,27,Not Recommended
620,146,8,28,Double Turn
710,790,26,26,Not Recommended
461,519,3,31,Double Turn
728,426,30,27,Single Turn
766,557,0,26,Half Turn
462,719,0,24,Single Turn
504,855,-1,27,Double Turn
772,673,16,34,Half Turn
530,673,17,22,Not Recommended
332,480,15,34,Half Turn
792,450,26,33,Single Turn
531,768,2,35,Half Turn
663,191,19,24,Single Turn
640,519,15,25,Single Turn
695,504,7,28,Not Recommended
633,471,2,29,Not Recommended
723,438,3,28,Not Recommended
769,422,24,27,Single Turn
769,459,4,30,Not Recommended
551,765,-2,22,Single Turn
629,538,1,27,Not Recommended
694,337,1,25,Double Turn
391,671,22,29,Not Recommended
706,681,2,28,Not Recommended
432,53,1,29,Half Turn
348,465,3,26,Double Turn
677,559,24,29,Not Recommended
259,295,24,29,Double Turn
325,495,8,25,Double Turn
521,322,0,27,Half Turn
427,429,19,25,Single Turn
555,654,0,31,Half Turn
321,458,10,29,Single Turn
652,686,1,27,Half Turn
303,16,-3,25,Half Turn
493,492,2,30,Half Turn
742,373,17,30,Half Turn
571,437,2,25,Not Recommended
792,632,1,30,Double Turn
614,494,3,21,Double Turn
371,464,22,25,Not Recommended
723,357,9,20,Not Recommended
410,526,17,22,Single Turn
597,294,1,28,Not Recommended
621,752,1,36,Half Turn
618,576,0,27,Not Recommended
419,406,3,28,Single Turn
700,821,6,31,Single Turn
748,369,-2,26,Single Turn
795,346,2,30,Not Recommended
354,714,2,26,Single Turn
545,573,2,25,Not Recommended
648,670,0,31,Single Turn
593,820,7,21,Single Turn
736,595,26,25,Double Turn
571,521,2,21,Not Recommended
578,738,3,22,Half Turn
711,739,3,27,Half Turn
325,698,17,24,Single Turn
716,430,2,28,Half Turn
679,418,0,23,Not Recommended
750,440,2,28,Not Recommended
811,527,0,25,Not Recommended
551,492,30,34,Not Recommended
482,128,20,24,Not Recommended
331,588,2,28,Not Recommended
662,488,-1,32,Half Turn
512,859,3,26,Half Turn
632,525,24,29,Single Turn
423,550,9,28,Half Turn
512,620,1,28,Double Turn
711,309,1,28,Not Recommended
567,688,21,27,Not Recommended
661,462,0,28,Half Turn
569,473,19,28,Half Turn
578,625,2,31,Half Turn
314,740,1,38,Not Recommended
685,432,15,29,Half Turn
677,498,2,28,Single Turn
611,320,17,24,Not Recommended
438,549,2,29,Single Turn
478,520,5,33,Double Turn
587,347,1,27,Single Turn
735,554,2,30,Single Turn
520,440,2,30,Not Recommended
425,504,26,26,Single Turn
655,575,1,25,Half Turn
307,337,18,26,Not Recommended
306,699,14,28,Not Recommended
550,723,31,25,Not Recommended
707,456,31,26,Single Turn
414,500,15,30,Not Recommended
579,282,19,22,Not Recommended
588,330,-2,33,Not Recommended
686,444,9,23,Single Turn
790,616,3,25,Double Turn
520,409,0,23,Double Turn
581,469,1,28,Not Recommended
660,537,5,29,Single Turn
654,895,0,26,Double Turn
648,507,0,26,Half Turn
384,674,0,27,Not Recommended
664,291,1,22,Half Turn
457,482,3,25,Double Turn
294,517,21,34,Not Recommended
436,564,0,29,Single Turn
545,201,12,23,Half Turn
568,705,3,36,Single Turn
704,472,-5,30,Single Turn
358,554,20,25,Half Turn
550,485,2,24,Double Turn
315,673,17,27,Not Recommended
719,424,15,26,Not Recommended
714,279,23,23,Double Turn
445,584,0,34,Single Turn
514,699,4,26,Not Recommended
373,454,-2,25,Double Turn
655,483,-1,20,Not Recommended
648,471,18,35,Half Turn
790,544,13,26,Half Turn
584,551,2,29,Not Recommended
729,694,3,27,Single Turn
649,406,1,29,Single Turn
382,617,7,30,Single Turn
740,550,19,28,Single Turn
488,401,16,31,Single Turn
630,556,-4,30,Not Recommended
612,678,23,27,Not Recommended
425,361,2,34,Single Turn
572,296,0,22,Not Recommended
251,831,2,30,Single Turn
438,396,13,22,Single Turn
724,779,3,24,Single Turn
762,649,0,21,Single Turn
585,543,-2,27,Double Turn
587,462,0,20,Half Turn
639,514,23,28,Half Turn
446,449,3,32,Not Recommended
675,464,26,26,Not Recommended
771,244,24,31,Not Recommended
773,418,0,24,Single Turn
561,671,0,27,Not Recommended
622,692,18,26,Not Recommended
724,391,2,35,Not Recommended
691,589,15,29,Not Recommended
553,614,12,27,Single Turn
728,722,24,25,Not Recommended
617,478,21,27,Double Turn
349,198,6,26,Double Turn
517,457,3,23,Single Turn
754,433,16,33,Half Turn
335,667,3,33,Double Turn
747,518,3,31,Not Recommended
697,560,13,26,Not Recommended
168,831,22,30,Double Turn
655,810,14,32,Half Turn
661,606,3,29,Not Recommended
511,428,-1,26,Single Turn
736,668,11,20,Half Turn
614,432,2,20,Half Turn
361,603,26,20,Not Recommended
614,537,19,30,Double Turn
625,535,2,26,Half Turn
581,584,26,30,Double Turn
493,459,2,24,Not Recommended
698,315,2,20,Single Turn
774,547,10,26,Not Recommended
527,186,2,30,Not Recommended
698,818,1,30,Double Turn
551,722,3,31,Half Turn
431,493,16,27,Double Turn
508,824,1,27,Half Turn
731,389,26,29,Half Turn
703,421,3,31,Not Recommended
314,237,20,32,Single Turn
509,403,-1,33,Half Turn
440,560,22,27,Not Recommended
708,97,3,27,Not Recommended
468,329,25,20,Not Recommended
757,299,3,25,Half Turn
728,481,31,25,Not Recommended
642,477,13,29,Single Turn
553,449,24,19,Single Turn
709,605,3,25,Not Recommended
806,357,2,28,Not Recommended
364,521,2,23,Single Turn
712,454,0,20,Half Turn
747,401,31,25,Not Recommended
503,419,9,25,Double Turn
363,534,-2,26,Half Turn
695,437,-6,29,Half Turn
517,86,-1,29,Not Recommended
486,754,-2,29,Not Recommended
421,453,2,28,Double Turn
551,386,21,21,Not Recommended
407,147,22,28,Single Turn
626,485,1,22,Not Recommended
537,357,16,24,Single Turn
470,277,25,31,Not Recommended
668,699,-1,25,Single Turn
623,463,3,23,Half Turn
535,514,14,30,Not Recommended
253,652,9,33,Not Recommended
686,526,6,23,Not Recommended
445,272,28,27,Single Turn
622,557,0,24,Not Recommended
804,74,24,30,Half Turn
711,873,0,31,Not Recommended
571,392,9,27,Single Turn
344,486,3,25,Half Turn
631,462,2,29,Double Turn
502,585,2,27,Double Turn
602,572,1,27,Not Recommended
624,425,-1,28,Single Turn
269,830,2,32,Half Turn
715,434,15,27,Half Turn
715,506,1,35,Half Turn
452,297,22,30,Not Recommended
622,479,2,30,Single Turn
757,335,25,31,Half Turn
814,565,2,30,Single Turn
507,548,2,27,Half Turn
747,449,12,25,Single Turn
477,413,1,27,Single Turn
650,465,0,29,Not Recommended
247,466,7,30,Double Turn
759,450,2,25,Double Turn
515,29,3,27,Not Recommended
745,429,2,24,Not Recommended
682,650,1,20,Single Turn
590,136,3,32,Single Turn
689,611,-1,20,Double Turn
434,541,25,28,Not Recommended
710,638,16,28,Single Turn
641,806,23,25,Half Turn
663,409,24,25,Half Turn
608,608,17,20,Single Turn
680,526,14,34,Double Turn
772,841,20,21,Single Turn
607,797,1,21,Double Turn
755,491,2,27,Not Recommended
362,336,2,30,Not Recommended
485,312,2,29,Half Turn
645,585,25,34,Not Recommended
488,441,19,28,Half Turn
525,766,2,30,Single Turn
758,827,3,36,Half Turn
641,495,1,23,Not Recommended
645,371,31,25,Not Recommended
315,128,3,26,Double Turn
473,492,3,30,Double Turn
711,413,3,28,Single Turn
691,438,30,24,Not Recommended
744,218,11,32,Not Recommended
636,491,2,24,Not Recommended
658,777,2,25,Not Recommended
742,560,-5,26,Not Recommended
526,378,11,31,Single Turn
706,670,11,26,Not Recommended
604,380,2,30,Not Recommended
500,478,1,20,Half Turn
809,536,4,27,Double Turn
502,599,21,27,Not Recommended
767,566,12,22,Double Turn
550,192,1,30,Single Turn
634,514,18,20,Single Turn
369,430,-1,28,Single Turn
703,496,32,25,Single Turn
657,480,1,26,Half Turn
632,692,1,31,Not Recommended
654,463,2,28,Double Turn
549,513,3,27,Double Turn
603,558,-3,29,Single Turn
617,604,3,25,Not Recommended
633,482,14,24,Not Recommended
528,536,2,26,Double Turn
695,716,21,25,Single Turn
613,515,5,25,Half Turn
637,494,2,30,Half Turn
430,329,3,23,Half Turn
550,458,0,26,Half Turn
302,403,18,34,Single Turn
618,662,16,32,Not Recommended
556,559,22,27,Not Recommended
588,573,11,20,Not Recommended
655,485,10,28,Not Recommended
629,597,0,31,Not Recommended
662,812,2,24,Double Turn
312,486,7,31,Half Turn
368,661,2,26,Not Recommended
431,434,11,24,Not Recommended
773,287,25,33,Half Turn
610,308,3,26,Single Turn
742,612,-1,24,Half Turn
350,710,-1,31,Single Turn
690,529,16,31,Double Turn
441,525,14,27,Not Recommended
667,637,28,28,Not Recommended
735,482,15,20,Half Turn
698,410,0,23,Single Turn
538,680,0,33,Single Turn
328,245,2,21,Single Turn
452,478,0,31,Single Turn
496,533,22,21,Single Turn
764,708,-2,26,Half Turn
673,247,29,30,Half Turn
352,463,22,30,Not Recommended
707,443,23,22,Half Turn
595,682,0,24,Half Turn
687,308,0,28,Not Recommended
534,816,23,29,Single Turn
381,580,18,26,Not Recommended
668,769,19,28,Double Turn
760,378,3,32,Single Turn
781,355,11,25,Not Recommended
755,459,30,34,Not Recommended
723,657,2,31,Not Recommended
374,414,15,25,Single Turn
766,584,-1,26,Half Turn
539,217,3,24,Half Turn
651,399,25,24,Half Turn
720,300,29,25,Single Turn
466,537,16,28,Double Turn
665,188,-1,36,Single Turn
658,425,3,25,Single Turn
670,526,2,21,Double Turn
640,422,3,22,Not Recommended
758,521,1,21,Not Recommended
726,318,2,26,Double Turn
599,569,-2,29,Half Turn
737,685,3,34,Not Recommended
427,419,3,24,Single Turn
525,713,11,27,Not Recommended
605,124,25,24,Not Recommended
664,111,2,25,Not Recommended
571,452,12,34,Not Recommended
711,574,8,28,Single Turn
335,712,2,27,Single Turn
716,598,-1,36,Single Turn
472,659,2,30,Not Recommended
563,493,22,22,Double Turn
736,565,-2,27,Single Turn
186,390,17,26,Double Turn
752,284,6,24,Not Recommended
467,496,2,26,Not Recommended
470,671,16,28,Half Turn
500,243,1,28,Half Turn
501,522,2,31,Not Recommended
388,584,19,30,Single Turn
809,477,13,24,Single Turn
710,371,17,26,Not Recommended
618,507,13,33,Not Recommended
657,362,29,29,Half Turn
682,781,0,29,Double Turn
717,552,28,24,Half Turn
603,659,24,31,Not Recommended
674,457,3,20,Half Turn
785,32,19,21,Half Turn
697,524,1,23,Not Recommended
732,438,1,26,Not Recommended
414,789,2,33,Half Turn
710,763,1,29,Double Turn
693,772,-2,29,Not Recommended
660,291,1,25,Half Turn
715,654,1,27,Not Recommended
721,532,-1,25,Single Turn
702,459,15,27,Not Recommended
415,715,0,29,Half Turn
795,774,3,21,Half Turn
606,549,20,26,Single Turn
426,429,1,21,Not Recommended
706,430,4,28,Double Turn
751,109,2,24,Double Turn
666,635,20,29,Not Recommended
559,554,-3,27,Single Turn
792,512,1,25,Double Turn
486,231,1,28,Not Recommended
689,310,16,25,Single Turn
617,678,23,24,Half Turn
638,603,25,37,Not Recommended
676,501,2,30,Not Recommended
762,503,1,22,Not Recommended
734,463,0,29,Not Recommended
564,676,-1,24,Not Recommended
702,446,18,26,Half Turn
464,381,19,34,Half Turn
214,524,2,23,Half Turn
623,563,1,29,Single Turn
532,635,28,25,Not Recommended
510,549,15,32,Single Turn
402,549,19,22,Not Recommended
646,703,18,21,Not Recommended
636,485,19,26,Not Recommended
454,437,3,26,Not Recommended
489,740,22,31,Not Recommended
325,647,10,28,Double Turn
532,364,-2,27,Not Recommended
474,522,0,30,Double Turn
623,437,1,26,Single Turn
371,237,1,26,Not Recommended
528,571,1,25,Half Turn
387,553,2,32,Not Recommended
712,462,3,30,Half Turn
767,390,1,30,Not Recommended
682,483,0,26,Single Turn
342,393,1,25,Not Recommended
670,410,2,31,Not Recommended
600,719,2,31,Single Turn
476,267,28,28,Not Recommended
588,496,3,31,Double Turn
577,372,9,26,Single Turn
650,254,11,28,Single Turn
561,376,-1,31,Double Turn
559,703,2,23,Double Turn
696,477,23,26,Not Recommended
210,793,2,22,Not Recommended
195,467,1,26,Single Turn
514,220,3,34,Not Recommended
601,380,0,22,Single Turn
485,378,8,31,Single Turn
764,606,2,31,Single Turn
307,503,17,20,Double Turn
350,690,2,27,Half Turn
498,532,1,27,Single Turn
585,545,0,29,Not Recommended
457,256,2,24,Not Recommended
567,481,18,29,Not Recommended
755,308,1,33,Half Turn
400,454,20,37,Single Turn
465,578,19,25,Not Recommended
535,71,22,25,Not Recommended
750,696,25,30,Half Turn
579,553,1,38,Single Turn
543,808,0,30,Single Turn
438,372,3,26,Half Turn
490,446,1,31,Double Turn
614,485,-1,27,Double Turn
547,486,19,28,Double Turn
376,613,3,23,Not Recommended
646,499,-2,28,Not Recommended
480,765,0,29,Half Turn
651,348,2,34,Single Turn
790,689,0,31,Single Turn
564,898,12,30,Not Recommended
558,580,1,32,Not Recommended
648,518,-1,32,Not Recommended
729,500,3,26,Single Turn
717,708,6,31,Not Recommended
451,407,19,30,Double Turn
645,534,19,24,Double Turn
621,388,11,21,Not Recommended
518,487,19,28,Double Turn
541,452,2,30,Single Turn
506,450,1,26,Half Turn
735,409,1,28,Single Turn
786,756,28,33,Half Turn
721,396,25,30,Single Turn
693,500,0,34,Half Turn
758,399,2,34,Not Recommended
581,748,2,24,Single Turn
692,561,0,28,Single Turn
388,491,0,31,Half Turn
470,541,3,30,Single Turn
718,742,0,29,Not Recommended
492,435,12,27,Single Turn
694,417,24,27,Not Recommended
630,509,1,21,Half Turn
440,514,-1,26,Single Turn
371,347,4,29,Not Recommended
644,564,22,25,Double Turn
642,59,27,23,Double Turn
749,766,22,28,Half Turn
351,466,11,30,Not Recommended
710,560,1,27,Half Turn
455,480,2,29,Single Turn
495,528,0,24,Double Turn
500,512,1,22,Half Turn
339,473,21,31,Single Turn
573,190,22,25,Not Recommended
771,293,1,25,Not Recommended
762,622,22,25,Not Recommended
624,511,-1,34,Half Turn
561,662,9,21,Not Recommended
527,535,-2,23,Not Recommended
668,510,-1,29,Half Turn
590,190,25,27,Not Recommended
657,130,0,25,Single Turn
731,439,13,21,Not Recommended
788,179,3,22,Not Recommended
390,489,21,28,Not Recommended
664,498,8,25,Single Turn
666,546,19,32,Single Turn
622,444,1,35,Not Recommended
661,407,0,23,Single Turn
764,708,3,25,Single Turn
777,673,16,27,Not Recommended
570,501,1,28,Half Turn
619,174,1,27,Double Turn
669,558,19,25,Double Turn
722,583,26,32,Single Turn
606,724,1,32,Double Turn
650,532,27,31,Not Recommended
535,407,-1,26,Single Turn
681,206,15,30,Half Turn
752,665,12,21,Double Turn
82,508,18,33,Half Turn
603,425,18,29,Double Turn
735,372,13,27,Half Turn
776,433,2,26,Double Turn
569,689,-1,26,Not Recommended
597,503,3,25,Single Turn
811,372,3,24,Single Turn
714,-9,2,25,Half Turn
495,589,12,32,Single Turn
530,581,1,29,Half Turn
476,398,2,26,Not Recommended
188,644,2,34,Half Turn
309,788,24,35,Not Recommended
534,517,6,29,Single Turn
365,485,0,27,Half Turn
610,510,1,24,Not Recommended
519,284,3,26,Not Recommended
729,593,2,25,Double Turn
646,425,22,20,Single Turn
409,772,25,27,Half Turn
762,480,10,27,Single Turn
731,348,28,23,Double Turn
473,377,1,28,Not Recommended
725,493,3,28,Single Turn
773,308,10,25,Single Turn
560,361,3,26,Not Recommended
688,304,3,26,Half Turn
800,654,1,26,Double Turn
398,525,15,25,Not Recommended
575,723,23,27,Not Recommended
604,525,3,21,Half Turn
447,330,1,31,Not Recommended
650,391,28,25,Half Turn
737,201,16,31,Half Turn
641,719,21,23,Single Turn
661,416,3,22,Half Turn
663,489,27,27,Not Recommended
768,637,2,35,Not Recommended
488,547,28,29,Single Turn
598,393,-2,23,Single Turn
749,896,26,30,Half Turn
623,351,17,33,Half Turn
698,794,13,27,Double Turn
611,571,3,21,Double Turn
769,633,-2,32,Double Turn
745,755,2,26,Half Turn
605,480,23,37,Not Recommended
503,382,3,27,Not Recommended
709,206,2,31,Not Recommended
207,692,2,30,Not Recommended
568,736,-1,21,Half Turn
717,572,22,28,Single Turn
694,475,21,29,Double Turn
607,445,1,25,Single Turn
418,421,2,27,Double Turn
608,320,18,22,Half Turn
